Kelas,teks_stemming
Diklat 3 in 1,"['jaja', 'kerjasama', 'asosiasi', 'internet', 'of', 'things', 'indonesia', 'asioti', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'jaja', 'kerjasama', 'asosiasi', 'internet', 'of', 'things', 'indonesia', 'asioti', 'jakarta', 'kunjung', 'asioti', 'bdi', 'denpasar', 'wakil', 'i', 'made', 'artana', 'tim', 'sambut', 'ketua', 'asioti', 'teguh', 'prasetya', 'sekretaris', 'jenderal', 'asioti', 'fita', 'indah', 'maulani', 'kepala', 'bidang', 'perangkat', 'sensor', 'asioti', 'guruh', 'ariyanto', 'temu', 'bahas', 'kait', 'skema', 'kerjasama', 'bdi', 'denpasar', 'asioti', 'kembang', 'industri', 'internet', 'of', 'things', 'iot', 'indonesia']"
Kabar Insan Oke ,"['keluarga', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'selamat', 'raya', 'natal', 'desember', 'sobat', 'kreatif', 'raya', 'moga', 'damai', 'natal', 'serta', 'langkah', 'sobat', 'kreatif']"
pengumuman,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'simak', 'postingan']"
Kabar Insan Oke ,"['kabar', 'gembira', 'sobat', 'ikm', 'indonesia', 'inkubator', 'bisnis', 'kreatif', 'cbi', 'hadir', 'kembang', 'bisnis', 'ikut', 'latih', 'cbi', 'bcic', 'cbi', 'wadah', 'kembang', 'usaha', 'inkubator', 'bisnis', 'sobat', 'ikm', 'bidang', 'kriya', 'fesyen', 'bagi', 'wawas', 'inspirasi', 'ide', 'ide', 'bisnis', 'arah', 'mentor', 'profesional', 'alam', 'lewat', 'sempat', 'daftar', 'bisnis', 'website', 'bcic', 'ikmnet', 'hubung', 'narahubung', 'tera', 'info', 'hubung', 'bcicofficial']"
Diklat 3 in 1,"['diklat', 'tot', 'sosial', 'media', 'marketing', 'instruktur', 'milik', 'bdi', 'denpasar', 'dalam', 'materi', 'marketing', 'platform', 'sosial', 'media', 'materi', 'ajar', 'diklat', 'kenal', 'sosial', 'media', 'marketing', 'digital', 'branding', 'sosial', 'media', 'marketing', 'caption', 'rencana', 'konten', 'instruktur', 'ajar', 'me', 'monetisasi', 'akun', 'analisa', 'pasang', 'iklan', 'sosial', 'media', 'instruktur', 'tingkat', 'mampu', 'bidang', 'sosial', 'media', 'marketing', 'terus', 'ilmu', 'serta', 'diklat', 'diklat', 'bdi', 'denpasar']"
pengumuman,"['segenap', 'keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'selamat', 'ulang', 'menteri', 'industri', 'ri', 'agus', 'gumiwang', 'kartasasmita', 'moga', 'senantiasa', 'sehat', 'berkah', 'selamat', 'bahagia']"
pengumuman,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'yogyakarta', 'malang', 'simak', 'postingan']"
pengumuman,"['hasil', 'anak', 'lepas', 'dik', 'kasih', 'sayang', 'orang', 'tua', 'balik', 'anak', 'sukses', 'lelah', 'doa', 'siang', 'malam', 'inspirator', 'panutan', 'supporter', 'fanatik', 'hidup', 'anak', 'anak', 'selamat', 'perempuan', 'perempuan', 'hebat', 'moga', 'inspirasi', 'semangat']"
Diklat 3 in 1,"['temu', 'industri', 'selenggara', 'didik', 'latih', 'in', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'bidang', 'animasi', 'teknologi', 'informasi', 'digital', 'content', 'sosial', 'media', 'marketing', 'luput', 'kerjasama', 'mitra', 'industri', 'tingkat', 'kualitas', 'selenggara', 'diklat', 'depan', 'antisipasi', 'masalah', 'kendala', 'kendala', 'hadap', 'diklat', 'diklat', 'bdi', 'denpasar', 'tanggal', 'sd', 'oktober', 'selenggara', 'temu', 'industri', 'hadir', 'puluh', 'mitra', 'industri', 'bekerjasama', 'bdi', 'denpasar', 'harap', 'temu', 'lancar', 'laksana', 'giat', 'diklat', 'in', 'tingkat', 'koordinasi', 'mitra', 'industri']"
Kabar Insan Oke ,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'bogor', 'semarang', 'sukoharjo', 'simak', 'postingan', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'mimin', 'cantumin', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat', 'jumpa', 'bogor', 'semarang', 'sukoharjo', 'sobat', 'kreatif']"
Inbis Tohpati,"['pandemi', 'covid', 'sebab', 'industri', 'dunia', 'alami', 'lambat', 'tumbuh', 'akibat', 'ganggu', 'aktivitas', 'ekonomi', 'global', 'industri', 'isu', 'bahas', 'kelompok', 'kerja', 'kemendag', 'bkpmid', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'salah', 'temu', 'forum', 'g', 'indonesia', 'presidensi', 'g', 'manfaat', 'momen', 'ajak', 'anggota', 'g', 'kolaborasi', 'atas', 'tantang', 'akibat', 'pandemi', 'rumus', 'strategi', 'capai', 'industrialisasi', 'inklusif', 'lanjut', 'cipta', 'ekonomi', 'kuat', 'tangguh', 'hadap', 'krisis']"
Kabar Insan Oke ,"['bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'health', 'industry', '', 'hadir', 'narasumber', '', 'nova', 'ariyanto', 'jono', '', 'co', 'founder', 'ceo', 'psikologi', '', 'made', 'dwi', 'putra', 'wijaya', '', 'koordinator', 'bdi', 'denpasar', 'business', 'incubator', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat', 'tunggu', 'ayo', 'gabung', 'daftar', 'link']"
Diklat 3 in 1,"['diklat', 'buat', 'latar', 'animasi', 'dimensi', 'angkat', 'iv', 'on', 'site', 'castle', 'production', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'kastil', 'avindo', 'castle', 'production', 'studio', 'jakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'sebelas', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'tempat', 'gedung', 'cmc', 'cyber', 'media', 'center', 'kelapa', 'gading', 'jakarta', 'utara', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'padang', 'cilacap', 'bandung', 'makassar', 'simak', 'postingan']"
Diklat 3 in 1,"['employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'oktober', 'rangka', 'ikut', 'kembang', 'teknologi', 'tinggal', 'zaman', 'organisasi', 'harap', 'adaptasi', 'ubah', 'ubah', 'cepat', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'selenggara', 'employee', 'innovation', 'challenge', 'untuk', 'gali', 'inovasi', 'inovasi', 'ide', 'ide', 'fresh', 'pegawai', 'juara', 'challenge', 'selamat', 'juara', 'employee', 'innovation', 'challenge', 'moga', 'pacu', 'semangat', 'cipta', 'inovasi', 'inovasi', 'ide', 'ide', 'maju', 'bdi', 'denpasar', 'depan']"
Kabar Insan Oke ,"['selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'uiu', 'design', 'lolos', 'kecil', 'hati']"
Agenda,"['balai', 'diklat', 'industri', 'denpasar', 'kamis', 'jumat', 'oktober',  'kelas', 'workshop', '', 'luk', 'media', 'kain', 'apparel', '', 'workshop',  'langsung', 'bikin', 'makerspace', 'bdi', 'denpasar', 'tatap', 'muka', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['pon', 'papua', 'resmi', 'tutup', 'sukses', 'oktober', 'kontingen', 'penjuru', 'nusantara', 'tanding', 'penuh', 'integritas', 'sportivitas', 'selamat', 'prov', 'jawa', 'barat', 'resmi', 'juara', 'helat', 'pon', 'kali', 'bawa', 'medali', 'emas', 'medali', 'perak', 'medali', 'perunggu', 'selamat', 'sukses', 'selenggara', 'pon', 'papua', 'jumpa', 'helat', 'pon', 'i', 'aceh', 'sumatera', 'utara']"
Inbis Tohpati,"['kelas', 'workshop', '', 'luk', 'media', 'kain', 'apparel', '', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'denpasar', 'kamis', 'jumat', 'oktober',  'kelas', 'workshop', '', 'luk', 'media', 'kain', 'apparel', '', 'workshop',  'langsung', 'bikin', 'makerspace', 'bdi', 'denpasar', 'tatap', 'muka', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas']"
pengumuman,"['balai', 'diklat', 'industri', 'denpasar', 'bulan', 'pilih', 'aparatur', 'hak', 'predikat', '', 'employee', 'of', 'the', 'month', '', 'kriteria', 'pilih', 'aspek', 'disiplin', 'patuh', 'tanggung', 'integritas', 'milik', 'aparatur', 'desember', 'predikat', '', 'employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'desember', '', 'gede', 'anggria', 'moga', 'motivasi', 'tingkat', 'hasil', 'karya', 'maju', 'bdi', 'denpasar', 'industri', 'animasi', 'indonesia']"
pengumuman,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'msv', 'studio', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'tempat', 'kampus', 'universitas', 'amikom', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['selamat', 'bdi', 'denpasar', 'raih', 'harga', 'wbk', 'kabar', 'gembira', 'hujung', 'kerja', 'keras', 'komitmen', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'hasil', 'harga', 'wilayah', 'bebas', 'korupsi', 'wbk', 'menteri', 'pendayagunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'reformasi', 'birokrasi', 'kemenpan', 'rb', 'bangga', 'bdi', 'denpasar', 'apresiasi', 'tambah', 'semangat', 'elemen', 'bdi', 'denpasar', 'tingkat', 'inovasi', 'layan', 'prima', 'masyarakat', 'selamat', 'bdi', 'denpasar', 'making', 'change', 'making', 'history', 'totalitas', 'batas', 'layan', 'hati']"
pengumuman,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'mocca', 'multi', 'talenta', 'provinsi', 'jawa', 'timur',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'gedung', 'mocca', 'animation', 'studio', 'kota', 'malang', 'jawa', 'timur', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'funymation', 'studio', 'provinsi', 'daerah', 'istimewa', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'kampus', 'stsrd', 'visi', 'kota', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Inbis Tohpati,"['dorong', 'bangun', 'zona', 'integritas', 'irjen', 'kemenperin', 'kunjung', 'bdi', 'denpasar', 'menteri', 'industri', 'komitmen', 'kuat', 'wujud', 'sistem', 'birokrasi', 'transparan', 'akuntabilitas', 'bebas', 'praktek', 'korupsi', 'kolusi', 'nepotisme', 'kkn', 'inspektur', 'jenderal', 'menteri', 'industri', 'masrokhan', 'kunjung', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'jl', 'wr', 'supratman', 'no', 'kesiman', 'kertalangu', 'denpasar', 'rabu', 'kunjung', 'rangka', 'bina', 'awal', 'bangun', 'zona', 'integritas', 'satu', 'kerja', 'kemenperin', 'bal']"
pengumuman,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'kastil', 'avindo', 'castle', 'production', 'studio', 'jakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'sebelas', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'tempat', 'gedung', 'cmc', 'cyber', 'media', 'center', 'kelapa', 'gading', 'jakarta', 'utara', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sobbuat', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['sobat', 'kreatif', 'senin', 'kepala', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'buka', 'diklat', 'in', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'i', 'onsite', 'bekerjasama', 'castle', 'production', 'diklat', 'ikut', 'serta', 'tempat', 'jakarta']"
Agenda,"['sih', 'ga', 'kenal', 'bal', 'bal', 'salah', 'destinasi', 'wisata', 'kenal', 'dunia', 'wisata', 'depan', 'bal', 'harap', 'surga', 'start', 'up', 'digital', 'maju', 'kembang', 'rangka', 'the', 'road', 'to', 'bal', 'startup', 'summit', 'selenggara', 'workshop', 'series', 'uiu', 'tanggal', 'november', 'wita', 'bdi', 'denpasar', 'sobat', 'sobat', 'passion', 'dunia', 'digital',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'sunting', 'film', 'animasi', 'editor', 'angkat', 'i', 'on', 'site', 'jitu', 'kreasi', 'utama', 'yogyakarta', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'jitu', 'kreasi', 'utama', 'kota', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'youth', 'center', 'yogyakarta', 'sleman', 'provinsi', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['pasuk', 'era', 'industri', 'internet', 'of', 'things', 'iot', 'lumrah', 'jumpa', 'hidup', 'hari', 'mana', 'perangkat', 'elektronik', 'integrasi', 'hubung', 'internet', 'salah', 'contoh', 'aplikasi', 'iot', 'rumah', 'pintar', 'mana', 'alat', 'alat', 'elektronik', 'dalam', 'lampu', 'nyala', 'gelap',  'tv', 'hubung', 'ponsel', 'pintar', 'contoh', 'balai', 'diklat', 'industri', 'denpasar', 'inbis', 'tohpati', 'selenggara', 'kelas', 'internet', 'of', 'things', 'iot', 'selenggara', 'tanggal', 'sd', 'agustus', 'ikut', 'orang', 'serta', 'kelas', 'serta', 'ajar', 'dasar', 'dasar', 'iot', 'rakit', 'alat', 'sensor', 'suhu', 'kelembaban', 'program', 'dasar', 'arduino', 'ide', 'serta', 'ajak', 'rancang', 'aplikasi', 'iot', 'monitoring', 'online', 'aplikasi', 'blyink', 'web', 'server', 'kelas', 'serta', 'presentasi', 'produk', 'iot']"
pengumuman,"['kabar', 'gembira', 'hujung', 'kerja', 'keras', 'komitmen', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'hasil', 'harga', 'wilayah', 'bebas', 'korupsi', 'wbk', 'menteri', 'pendayagunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'reformasi', 'birokrasi', 'kemenpan', 'rb', 'bangga', 'bdi', 'denpasar', 'apresiasi', 'tambah', 'semangat', 'elemen', 'bdi', 'denpasar', 'tingkat', 'inovasi', 'layan', 'prima', 'masyarakat']"
Teaching Factory,"['selamat', 'pers', 'nasional', 'februari', 'selamat', 'pers', 'nasional', 'februari', 'insan', 'pers', 'tanah', 'air', 'terimakasih', 'insan', 'pers', 'sebar', 'informasi', 'moga', 'sehat', 'produktif', 'berita', 'bangun', 'selamat', 'pers', 'nasional']"
Kabar Insan Oke ,"['selamat', 'imlek', 'moga', 'penuh', 'bahagia', 'makmur', 'untung']"
pengumuman,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'baraka', 'creative', 'studio', 'provinsi', 'sumatera', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'belas', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'universitas', 'negeri', 'padang', 'kota', 'padang', 'sumatera', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Teaching Factory,"['webinar', 'nft', 'digital', 'asset', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'industry', 'bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'industry', '', 'hadir', 'narasumber', '', 'prasetyo', 'budiman', '', 'founder', 'ceo', 'superlativess', '', 'rhein', 'mahatma', '', 'co', '', 'founder', 'kolektibelcom', 'wakil', 'ketua', 'yayasan', 've', 'anium', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat', 'workshop', 'laksana', 'tanggal', 'maret', 'jam', '', 'wita', 'lokasi', 'live', 'on', 'zoom', 'meeting', 'tunggu', 'ayo', 'gabung', 'daftar', 'link']"
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'i', 'on', 'site', 'castle', 'production', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'kastil', 'avindo', 'castle', 'production', 'studio', 'jakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'gedung', 'cmc', 'cyber', 'media', 'center', 'kelapa', 'gading', 'jakarta', 'utara', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['selamat', 'ulang', 'kepala', 'balai', 'diklat', 'industri', 'denpasar', 'zya', 'labiba', 'moga', 'berkah', 'bahagia', 'kuat', 'pimpin', 'bdi', 'denpasar', 'kembang', 'depan']"
Diklat 3 in 1,"['rapat', 'tinjau', 'manajemen', 'bdi', 'denpasar', 'organisasi', 'jalan', 'capai', 'tuju', 'dukung', 'manajemen', 'sesuai', 'manajemen', 'penting', 'organisasi', 'tugas', 'rencana', 'organisasi', 'laksana', 'awas', 'sumber', 'daya', 'milik', 'giat', 'hadir', 'jajar', 'manajemen', 'serta', 'pegawai', 'bdi', 'denpasar', 'harap', 'rtm', 'program', 'kerja', 'bdi', 'denpasar', 'jalan', 'sesuai', 'harap']"
Kabar Insan Oke ,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'jaja', 'kerjasama', 'asosiasi', 'internet', 'of', 'things', 'indonesia', 'asioti', 'jakarta', 'kunjung', 'asioti', 'bdi', 'denpasar', 'wakil', 'i', 'made', 'artana', 'tim', 'sambut', 'ketua', 'asioti', 'teguh', 'prasetya', 'sekretaris', 'jenderal', 'asioti', 'fita', 'indah', 'maulani', 'kepala', 'bidang', 'perangkat', 'sensor', 'asioti', 'guruh', 'ariyanto', 'temu', 'bahas', 'kait', 'skema', 'kerjasama', 'bdi', 'denpasar', 'asioti', 'kembang', 'industri', 'internet', 'of', 'things', 'iot', 'indonesia']"
Diklat 3 in 1,"['diklat', 'buat', 'aset', 'animasi', 'dimensi', 'angkat', 'iii', 'inhouse', 'studio', 'bal', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'cv', 'inhouse', 'studio', 'bal',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Bikin Maker Space,"['selamat', 'pers', 'nasional', 'februari', 'insan', 'pers', 'tanah', 'air', 'terimakasih', 'insan', 'pers', 'sebar', 'informasi', 'moga', 'sehat', 'produktif', 'berita', 'bangun', 'selamat', 'pers', 'nasional', 'haripersnasional', 'hpn', 'haripersnasional']"
Kabar Insan Oke ,"['antikorupsi', 'dunia', 'ingat', 'ambil', 'tema', '', 'padu', 'bangun', 'budaya', 'antikorupsi', '', 'bangun', 'bangsa', 'indonesia', 'bersih', 'mari', 'elemen', 'masyarakat', 'satu', 'padu', 'budaya', 'sikap', 'anti', 'korupsi']"
pengumuman,"['sobat', 'kreatif', 'diklat', 'in', 'buka', 'daftar', 'link', 'cantum', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'kreatif', 'minat']"
Kabar Insan Oke ,"['ui', 'user', 'interface', 'u', 'user', 'e', 'perience', 'hubung', 'tampil', 'aplikasi', 'website', 'mudah', 'guna', 'user', 'uiu', 'designer', 'desain', 'website', 'apps', 'platform', 'kembang', 'mudah', 'usermanusia', 'tampil', 'interface', 'suguh', 'tanggal', 'agustus', 'sd', 'september', 'balai', 'diklat', 'industri', 'denpasar', 'inkubator', 'bisnis', 'tohpati', 'selenggara', 'tohpati', 'talent', 'camp', 'kelas', 'workshop', 'uiu', 'design', 'ikut', 'puluh', 'orang', 'serta', 'kelas', 'serta', 'ajar', 'materi', 'uiu', 'design', 'thinking', 'persona', '', 'emphaty', 'map', 'define', 'and', 'ideation', 'serta', 'ajak', 'paham', 'ui', 'elements', 'and', 'atomic', 'design', 'system', 'heuristic', 'uiu', 'writing', 'giat', 'serta', 'ajak', 'tes', 'evaluasi', 'desain', 'rancang']"
Diklat 3 in 1,"['selamat', 'imlek', 'selamat', 'imlek', 'moga', 'penuh', 'bahagia', 'makmur', 'untung']"
Inbis Tohpati,"['workshop', 'akselerasi', 'bisnis', 'wegrow', 'kolaborasi', 'bdi', 'denpasar', 'indigospace', 'denpasar', 'startup', 'innovate', 'bal', 'sabtu', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'kolaborasi', 'indigospace', 'denpasar', 'startup', 'innovate', 'bal', 'selenggara', 'workshop', 'akselerasi', 'bisnis', '', 'wegrow', 'acceleration', 'program', '']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'yogyakarta', 'malang', 'sobat', 'kreatifsiapa', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'yogyakarta', 'malang', 'simak', 'postingan', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'mimin', 'cantumin', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat', 'jumpa', 'yogyakarta', 'malang', 'sobat', 'kreatif', 'diklatin', 'bdidenpasar', 'bdidenpasargoeswbbm',   'bersihmelayani', 'animasi']"
pengumuman,"['halo', 'sobat', 'kreatif', 'kabar', 'gembira', 'diklat', 'open', 'registrasi', 'tarik', 'ikut', 'daftar', 'dilink']"
Bikin Maker Space,"['balai', 'diklat', 'industri', 'denpasar', 'kamis', 'jumat', 'oktober',  'kelas', 'workshop', '', 'luk', 'media', 'kain', 'apparel', '', 'workshop',  'langsung', 'bikin', 'makerspace', 'bdi', 'denpasar', 'tatap', 'muka', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'yogyakarta', 'cimahi', 'jakarta', 'sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'cimahi', 'yogyakarta', 'jakarta', 'simak', 'postingan', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'mimin', 'cantumin', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat', 'jumpa', 'cimahi', 'yogyakarta', 'jakarta', 'sobat', 'kreatif']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'spektrumedia', 'studio', 'kota', 'makassar',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'fakultas', 'ilmu', 'komputer', 'fikom', 'universitas', 'muslim', 'indonesia', 'umi', 'kota', 'makassar', 'provinsi', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
